category	subcategory	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Genetic Information Processing	Folding, sorting and degradation	mmu04141	Protein processing in endoplasmic reticulum - Mus musculus (house mouse)	59/1042	63/1488	2.91340891826268e-06	0.000658430415527365	0.000658430415527365	67812/66967/226641/56709/22213/13198/193670/26420/66397/21402/67128/78943/18453/71853/20334/110616/67475/218811/67819/11911/50873/56424/54197/15511/66530/81500/74126/14376/240667/227619/22030/14828/27054/108687/13002/67437/66105/12017/18786/13200/140499/22393/69162/15505/26965/12304/110379/12028/75744/26400/19358/12317/56445/64209/56453/19089/15481/12282/68292	59
